Fechas,Global_Avg,Difusa_Avg,Directa_Avg
2017-07-03 21:51:00,-0.8022759,-0.7044958,694.6698
2017-07-03 21:51:00,-0.8022785,-0.6986758,982.6262
2017-07-03 21:51:00,-0.8022797,-0.7103215,1098.632
2017-07-03 21:51:00,-0.8022828,-0.8209485,885.49
2017-07-03 21:51:00,-0.8022839,-0.9781527,852.0942
2017-07-03 21:51:00,-0.8022871,-1.042203,802.6752
2017-07-03 21:51:00,-0.8022879,-0.9898024,905.634
2017-07-03 21:51:00,-0.8022913,-1.024741,989.8049
2017-07-03 21:51:00,-0.8022919,-0.9374056,708.0879
2017-07-03 21:51:00,-0.8022954,-0.7161578,893.0191
2017-07-03 21:51:00,-0.8022956,-0.6986907,793.8895
2017-07-03 21:51:00,-0.8022991,-0.6986937,846.8602
2017-07-03 21:51:00,-0.8022993,-0.6986939,822.7514
2017-07-03 21:51:00,-0.8023021,-0.6986963,858.7037
2017-07-03 21:51:00,-0.7488149,-0.6986961,899.6846
2017-07-03 21:51:00,-0.5148088,-0.6986942,852.0827
2017-07-03 21:51:00,-0.4345788,-0.698694,811.1003
2017-07-03 21:51:00,-0.601724,-0.6986935,1052.615
2017-07-03 21:51:00,-0.8022988,-0.6986936,1033.4
2017-07-03 21:51:00,-0.8022993,-0.6986939,912.6498
2017-07-03 21:51:00,-0.8022978,-0.6986926,968.588
2017-07-03 21:51:00,-0.802295,-0.6986902,957.1527
2017-07-03 21:51:00,-0.8022944,-0.6986896,1075.073
2017-07-03 21:51:00,-0.8022934,-0.6986887,631.7744
2017-07-03 21:51:00,-0.8022934,-0.6986888,491.4535
2017-07-03 21:51:00,-0.6418347,-0.6986888,844.7839
2017-07-03 21:51:00,-0.6150922,-0.6986893,1055.523
2017-07-03 21:51:00,-0.755494,-0.6986898,839.7551
2017-07-03 21:51:00,-0.7554951,-0.6986907,1122.042
2017-07-03 21:51:00,-0.7688674,-0.6986914,1214.082
2017-07-03 21:51:00,-0.5415508,-0.6986926,777.9302
2017-07-03 21:51:00,-0.4011493,-0.6986933,1031.144
2017-07-03 21:51:00,-0.4011501,-0.6986948,955.0627
2017-07-03 21:51:00,-0.4011504,-0.6986953,676.2522
2017-07-03 21:51:00,-0.4011514,-0.6113598,661.7174
2017-07-03 21:51:00,-0.4011516,-0.5007331,750.8497
2017-07-03 21:51:00,-0.4011526,-0.3901069,762.9056
2017-07-03 21:51:00,-0.4011527,-0.3493496,785.1002
2017-07-03 21:51:00,-0.4011512,-0.3668157,792.168
2017-07-03 21:51:00,-0.4011511,-0.6404716,852.0112
2017-07-03 21:51:00,-0.4011503,-0.6986952,917.1105
2017-07-03 21:51:00,-0.4212079,-0.6986952,788.3439
2017-07-03 21:51:00,-0.4011503,-0.6986952,869.2542
2017-07-03 21:51:00,-0.4011504,-0.6986952,996.3212
2017-07-03 21:51:00,-0.4011508,-0.698696,1153.812
2017-07-03 21:51:00,-0.4078368,-0.6986962,907.408
2017-07-03 21:51:00,-0.4613242,-0.6986971,641.2928
2017-07-03 21:51:00,-0.4345809,-0.6986974,942.2984
2017-07-03 21:51:00,-0.414524,-0.6986984,920.4608
2017-07-03 21:51:00,-0.427896,-0.6986989,929.8215
2017-07-03 21:51:00,-0.5616142,-0.6986999,1010.162
2017-07-03 21:51:00,-0.7621914,-0.6987005,1091.992
2017-07-03 21:51:00,-0.7889359,-0.6987013,1025.339
2017-07-03 21:51:00,-0.8023084,-0.698702,1083.414
2017-07-03 21:51:00,-0.8023093,-0.6987028,887.7777
2017-07-03 21:51:00,-0.8023102,-0.6987035,988.9655
2017-07-03 21:51:00,-0.8023109,-0.6987041,982.0881
2017-07-03 21:51:00,-0.8023117,-0.6987048,955.356
2017-07-03 21:51:00,-0.8023123,-0.6987053,1019.104
2017-07-03 21:51:00,-0.8023131,-0.698706,857.1479
2017-07-03 21:51:00,-0.8023136,-0.6987064,834.7409
2017-07-03 21:51:00,-0.7956283,-0.698707,928.8376
2017-07-03 21:51:00,-0.6685954,-0.6987073,860.9069
2017-07-03 21:51:00,-0.4412734,-0.6928853,869.2034
2017-07-03 21:51:00,-0.4011578,-0.5065634,917.5635
2017-07-03 21:51:00,-0.4011581,-0.5007412,923.6621
2017-07-03 21:51:00,-0.4011582,-0.6113702,927.2076
2017-07-03 21:51:00,-0.4011585,-0.5764353,710.7934
2017-07-03 21:51:00,-0.4011585,-0.5240321,703.2062
2017-07-03 21:51:00,-0.4011589,-0.5939035,691.5063
2017-07-03 21:51:00,-0.4011589,-0.657952,1070.303
2017-07-03 21:51:00,-0.4011591,-0.6521298,927.634
2017-07-03 21:51:00,-0.4011592,-0.4599844,918.9831
2017-07-03 21:51:00,-0.4011593,-0.3493554,689.8046
2017-07-03 21:51:00,-0.4011594,-0.3493555,355.9642
2017-07-03 21:51:00,-0.4011596,-0.2329037,537.2791
2017-07-03 21:51:00,-0.2808117,0.0,592.0919
2017-07-03 21:51:00,0.2808118,0.1106293,334.1951
2017-07-03 21:51:00,0.6217959,0.6463066,648.1014
2017-07-03 21:51:00,0.8023144,0.698707,756.3635
2017-07-03 21:51:00,0.8089991,0.698706,770.6887
2017-07-03 21:51:00,1.170038,0.7976876,743.1797
2017-07-03 21:51:00,1.203466,1.007298,1113.815
2017-07-03 21:51:00,1.190093,0.7918636,1009.939
2017-07-03 21:51:00,0.8691689,0.698703,1325.906
2017-07-03 21:51:00,0.8023094,0.6928803,1390.79
2017-07-03 21:51:00,0.4813857,0.3435289,1188.775
2017-07-03 21:51:00,0.4011548,0.0,1129.356
2017-07-03 21:51:00,0.2540648,0.0,1091.564
2017-07-03 21:51:00,-0.01337184,0.0,973.9984
2017-07-03 21:51:00,-0.354352,-0.02328998,1134.507
2017-07-03 21:51:00,-0.4011527,-0.3027697,1002.402
2017-07-03 21:51:00,-0.4011518,-0.3668163,877.5416
2017-07-03 21:51:00,-0.3677223,-0.1804968,620.7186
2017-07-03 21:51:00,0.0,0.0,885.6318
2017-07-03 21:51:00,0.227319,0.0,1104.169
2017-07-03 21:51:00,0.4011513,0.0,1112.4
2017-07-03 21:51:00,0.3877796,0.0,1156.079
2017-07-03 21:51:00,0.02674345,0.0,1313.713
2017-07-03 21:51:00,0.0,0.0,974.6312
2017-07-03 21:51:00,0.0,0.0,1099.716
2017-07-03 21:51:00,-0.06017296,-0.09898242,1572.746
2017-07-03 21:51:00,-0.4011532,-0.5764276,1371.512
2017-07-03 21:51:00,-0.608416,-0.6987005,1418.099
2017-07-03 21:51:00,-0.802308,-0.6987016,1070.295
2017-07-03 21:51:00,-0.802307,-0.6987007,1131.621
2017-07-03 21:51:00,-0.8023043,-0.8966628,1543.42
2017-07-03 21:51:00,-1.143283,-1.048047,1332.831
2017-07-03 21:51:00,-1.571176,-1.05969,1128.627
2017-07-03 21:51:00,-1.611286,-1.595353,1053.596
2017-07-03 21:51:00,-1.898769,-1.746729,1034.222
2017-07-03 21:51:00,-2.005739,-1.746727,1014.728
2017-07-03 21:51:00,-2.126079,-1.746724,1183.349
2017-07-03 21:51:00,-2.406882,-1.746723,1378.135
2017-07-03 21:51:00,-2.406881,-2.090245,1405.085
2017-07-03 21:51:00,-2.694371,-2.445413,1469.758
2017-07-03 21:51:00,-2.995232,-2.445414,1118.631
2017-07-03 21:51:00,-3.209182,-2.445417,1086.302
2017-07-03 21:51:00,-3.209183,-2.445419,1020.998
2017-07-03 21:51:00,-3.20919,-2.666676,1052.981
2017-07-03 21:51:00,-3.235935,-2.812238,1010.651
2017-07-03 21:51:00,-3.209199,-2.46872,629.9481
2017-07-03 21:51:00,-3.108914,-2.445432,653.5609
2017-07-03 21:51:00,-2.808058,-2.445438,631.7227
2017-07-03 21:51:00,-2.547311,-2.183428,598.3961
2017-07-03 21:51:00,-2.406914,-1.752569,720.9982
2017-07-03 21:51:00,-2.406914,-1.746747,633.4262
2017-07-03 21:51:00,-2.40692,-1.746751,763.403
2017-07-03 21:51:00,-2.373491,-1.746751,771.9831
2017-07-03 21:51:00,-2.092689,-1.746755,721.9935
2017-07-03 21:51:00,-2.005772,-1.746756,931.8127
2017-07-03 21:51:00,-2.005776,-1.746759,900.6848
2017-07-03 21:51:00,-2.005777,-1.74676,743.6926
2017-07-03 21:51:00,-2.00578,-1.746762,847.7166
2017-07-03 21:51:00,-2.00578,-1.746763,869.0604
2017-07-03 21:51:00,-2.34008,-1.7817,893.5954
